,0,1,2
10,Metallica,Frustration,"Frustration  
In my lexicon of hate  
I see you with your portraiture  
Does he love you?  
Does he love you too?  
  
The brush strokes  
Kiss your breasts and toes  
I cry icicles in my stein  
The heartbeats flutter  
With an abnormal rhythm  
  
The pain shoots through my body  
A sword between my thighs  
I wish that I could kill you  
But I too love your eyes  
  
You're feeling less whore but you stimulate  
The hatred smolders in your eyes  
I'd drop to my knees in a second  
To salivate in your thighs  
  
But all I do is fall over  
I don't have the strength I once had  
In you and your prickless lover  
And his easel in his eyes  
  
I feel the pain creep up my leg  
Blood runs from my nose  
I puke my guts out at your feet  
You're more man than I  
To be dead to have no feeling  
To be dry and spermless like a girl  
I want so much to hurt you  
I want so much to hurt you  
I want so much to hurt you  
Marry me  
I want you as my wife  
  
Spermless like a girl  
More man than I  
More man than I  
  
Frustration  
In my lexicon of hate  
You're feeling less like a whore but you  
Stimulate  
  
All I do is fall over  
I don't have the strength I once had  
All I do is fall over  
I don't have the strength I once had  
  
I want you so much to hurt you  
I want so much to hurt you  
I want so much to hurt you  
I want you as a wife  
  
Frustration is my lexicon of hate  
Frustration is my lexicon of hate  
Fru fru frustration, my lexicon of hate  
  
I cry icicles  
Heartbeats flutter  
Abnormal rhythm  
I wish that I could kill you  
But I too love your eyes  
I want you as my wife  
I want you as my wife  
Spermless like a girl  
  
Lucky in feeling  
More man than I  
Marry me, marry me, marry me  
I want you as a wife  
Spermless like a girl  
Puking my guts at your feet  
More man than I  
Fru fru fru frustration  
Frustration

"
11,Metallica,Fuel,"Gimme fuel,  
Gimme fire,  
Gimme that which I desire,  
Ooh!  
  
Turn on...I see red  
Adrenaline crash and crash my head  
Nitro junkie, paint me dead  
And I see red  
  
One hundred plus through black and white  
War horse, warhead  
Fuck 'em man, white knuckles tight  
Through black and white  
  
Ohhh, on I burn,  
Fuel is pumping engines,  
Burning hard, loose and clean  
  
And I burn,  
Churning my direction,  
Quench my thirst with gasoline  
  
So gimme fuel,  
Gimme fire,  
Gimme that which I desire,  
  
Hey  
  
Turn on beyond the bone  
Swallow future, spit out home  
Burn your face upon the chrome  
Yeah!  
  
Take the corner, join the crash,  
Headlights, headlines  
Another junkie lives too fast  
Yeah lives way too fast, fast, fast, oohh-aye  
  
Ohhh, on I burn  
Fuel is pumping engines  
Burning hard, loose and clean  
  
And on I burn  
Churning my direction,  
Quench my thirst with gasoline  
  
So gimme fuel  
Gimme fire  
Gimme that which I desire  
  
Yeah-heah  
  
White knuckle tight!  
(solo)  
  
Gimme fuel...on I burn, on and on  
Gimme fire...on I burn, on and on  
My desire...  
  
Ohhh, on I burn  
Fuel is pumping engines  
Burning hard, loose and clean  
  
And I burn  
Churning my direction  
Quench my thirst with gasoline  
  
Gimme fuel  
Gimme fire  
Gimme that which I desire  
Ooh  
  
On I burn!

"
12,Metallica,Fuel For Fire,"Gimme fuel, gimme fire, gimme that which I desire!  
Turn on the dynamo, into the wild I go,  
No other place I know, I know.  
Turn on I see red,  
Warhorse, Warhead,  
Throttle up for speed ahead, yeah ahead.  
CHORUS:  
Ooooh, on I burn,  
Fuel these pumping engines,  
Burning hard, loose and clean,  
And on I burn, turning my direction,  
Quench my thirst with gasoline.  
Gimme fuel, gimme fire, gimme that which I desire,  
Can't fight the need for speed,  
I'm loose, I'm clean, I'm burning lean and mean, and mean.  
Ignite the open trail,  
Excite, exhale, comin' on, hot from hell, yeah hot from hell.  
CHORUS  
Gimme fuel, gimme fire, gimme that which I desire,  
Oooh, yeah-heh.  
SOLO1  
On I burn!  
SOLO2  
On, and on, and on...  
Give me fuel,  
On, and on, and on...  
Give me fire,  
On, and on, and on...  
My desire,  
On, and on, and on...  
CHORUS  
Gimme fuel, gimme fire, gimme that which I desire!  
FUEL!

"
13,Metallica,Green Hell,"Originally performed by The Misfits  
Here in this place lies the key to your death  
Touch it, see it  
Here in this place is the means to your end  
Touch it, feel it  
Green hell  
  
You did your best as someone could  
I bet you never knew you would  
Did you run away from it?  
I bet you thought you were really good  
  
We're gonna burn in hell  
Green Hell Green Hell  
Like every hell but kind of green  
Green Hell Green Hell  
Try let me get back up there  
Green Hell Green Hell  
Feel it burning in your cereal  
Green Hell Green Hell  
Throw our fuckin' friends inside  
Green Hell Green Hell  
Gotta fuckin' pay and you must stay  
Green Hell Green Hell  
Cannot forget about the best  
Green Hell Green Hell  
Hell is reigning in your blood  
Green Hell Green Hell  
Gotta burn it all  
Green hell  
  
You did your best as someone could  
I bet you never knew you would  
And did you run away from me  
I bet you think they were really good  
  
Here in this place lies the key to your death  
Touch it, see it  
Here in this place sister won't let it in  
Touch it, feel it  
Green hell  
  
You did your best as someone could  
I bet you'd never knew you would  
Did you run away from it?  
I bet you thought you were really good  
You've come to this as someone told  
I bet you'd never knew you would  
Gonna bring  
Green hell

"
14,Metallica,Hardwired,"In the name of desperation  
In the name of wretched pain  
In the name of all creation  
Gone insane  
  
We're so fucked  
Shit out of luck  
Hardwired to self destruct  
Go!  
  
On the way to paranoia  
On the crooked borderline  
On the way to great destroyer  
Do you decide?  
  
We're so fucked  
Shit out of luck  
Hardwired to self destruct  
  
Once upon a planet burning  
Once upon a flame  
Once upon a fear returning  
All in vain  
  
Do you feel my hope receding?  
Do you comprehend?  
Do you feel it terminating in the end?  
  
We're so fucked  
Shit out of luck  
Hardwired to self destruct  
Hardwired to self destruct  
Self-destruct  
Self-destruct  
Self-destruct

"
15,Metallica,Harvester Of Sorrow,"My life suffocates  
Planting seeds of hate  
I've loved, turned to hate  
Trapped far beyond my fate  
I give  
You take  
This life that I forsake  
Been cheated of my youth  
You turned this lie to truth  
  
Anger  
Misery  
You'll suffer unto me  
  
Harvester of sorrow  
Language of the mad  
Harvester of sorrow  
  
Pure black looking clear  
My work is done soon here  
Try getting back to me  
Get back which used to be  
Drink up  
Shoot in  
Let the beatings begin  
Distributor of pain  
Your loss becomes my gain  
  
Anger  
Misery  
You'll suffer unto me  
  
Harvester of sorrow  
Language of the mad  
Harvester of sorrow  
  
All have said their prayers  
Invade their nightmares  
See into my eyes  
You'll find where murder lies  
  
Infanticide  
  
Harvester of sorrow  
Language of the mad  
Harvester of sorrow  
Language of the mad  
Harvester of sorrow

"
16,Metallica,Helpless,"(Originally recorded by Diamond Head)  
  
[Hmm-hm-hm-hm-hmm-m  
Hm-hm-hm-hm-hm]  
  
I've gotta see you moving fast, see you come my way  
See the dreams, I hope they last, never fade away  
Gotta see the lights above, make it loud tonight  
Gotta set it all afire, set it all alight  
  
See the flashing lights, hear the thunder roar  
I am gonna set you all alight  
Gotta make it man  
I ain't got a choice  
Gotta fill this hall tonight  
  
Helpless (helpless)  
Helpless (helpless)  
Helpless (helpless)  
Helpless (helpless)  
  
I don't know what I'm gonna do, maybe not tonight  
Gotta set you all afire, gotta treat you right  
I can see the flashing lights, lit before your love  
Gotta hear the thunder roar, coming from above  
  
See the flashing lights, hear the thunder roar  
I am gonna set you all alight  
Gotta make it man, I ain't got a choice  
Gotta fill this hall tonight  
  
Helpless (helpless)  
Helpless (helpless)  
Helpless (helpless)  
Helpless (helpless)  
Huh!  
  
I can see the stars, but I can't see what's going on  
Every night alone I sing my song just for fun  
Only time will tell if I'll make it myself someday  
This stage is mine, music is my destiny  
  
Cannot squeeze the life from me, yeah  
  
I can see the stars, but I can't see what's going on  
Every night alone I sing my song just for fun  
Only time will tell if I'll make it myself someday  
This stage is mine, music is my destiny  
  
Cannot squeeze the life from me  
Yeah-yeah-yeah  
  
Hoh!  
  
[See ya  
Keep it going and keep it ringing out, let it ring out  
Hey, doc  
Okay, turn it off now]

"
17,Metallica,Hero Of The Day,"Mama, they try and break me.  
The window burns to light the way back home  
A light that warms no matter where they've gone.  
They're off to find the hero of the day  
But what if they should fall by someone's wicked way?  
Still the window burns, time so slowly turns  
Someone there is sighing  
Keepers of the flames  
Do you feel your names?  
Do you hear your babies crying?  
Mama they try and break me  
Still they try and break me  
'Scuse me while I tend to how I feel  
These things return to me that still seem real  
Now deservingly this easy chair  
But the rocking stops by wheels of despair  
Don't want your aid  
But the fist I've made for years won't hold or feel  
No I'm not all me  
So please excuse me while I tend to how I fell  
But now the dreams and waking screams that ever last through the night (echoed
between James and Jason)  
  
So build the wall behind it crawl and hide until it's light  
Can you hear your babies crying now?  
Still the window burns  
Time so slowly turns  
And someone there is sighing  
Keepers of the flames, can't you feel your names?  
Can't you hear your babies crying?  
But now the dreams and waking screams that  
Ever last the night  
So build a wall behind it crawl  
And hide until it's light  
So can't you hear your babies crying now?  
Mama they try and break me  
Mama they try and break me  
Mama they try and break me  
Mama they try mama they try  
Mama they try and break me  
Mama they try and break me  
Mama they try and break me  
Mama they try and break me  
Mama they try and break me  
Mama they try and break me  
Mama they try Mama they try

"
18,Metallica,- Human,"Don't you leave me Father Time  
Take me with you  
Tell me does your sun still shine  
Come squeeze the world and drip it down my throat...oh yeah  
Down my throat again...woooah  
  
You got to breathe man, breathe!  
Coming up for air  
Breathe man, breathe!  
Coming up for air  
  
Touch me so I think I'm here  
Skin my senses  
Barely breathing  
Minus human  
Please squeeze the world and drip it down my throat again  
Down my throat again...woooah  
  
You got to breathe man, breathe!  
Coming up for air  
Breathe man, breathe!  
Coming up for air  
  
You got to breathe man, breathe!  
Coming up for air  
Breathe man, breathe!  
Coming up for!

"
19,Metallica,Junior Dad,"Would you come to me  
If I was half drowning  
An arm above the last wave  
  
Would you come to me  
Would you pull me up  
Would the effort really hurt you  
Is it unfair to ask you  
To help pull me up  
  
The window broke the silence of the matches  
The smoke effortlessly floating  
  
Pull me up  
Would you be my lord and savior  
Pull me up by my hair  
Now would you kiss me, on my lips  
  
Burning fever burning on my forehead  
The brain that once was listening now  
Shoots out its tiresome message  
  
Won't you pull me up  
Scalding, my dead father  
Has the motor and he's driving towards  
An island of lost souls  
  
Sunny, a monkey then to monkey  
I will teach you meanness, fear and blindness  
No social redeeming kindness  
Or oh, state of grace  
  
Would you pull me up  
Would you drop the mental bullet  
Would you pull me by the arm up  
Would you still kiss my lips  
Hiccup, the dream is over  
Get the coffee, turn the lights on  
Say hello to junior dad  
The greatest disappointment  
Age withered him and changed him  
Into junior dad  
Psychic savagery  
  
The greatest disappointment  
The greatest disappointment  
Age withered him and changed him  
Into junior dad

"
20,Metallica,Kenny Goes To Hell,"James Hetfeild: Little boy, your going to hell!  
You said bad words, threw rocks at the bird  
And now, this is your hotel  
You ain't going back, this ain't disneyland, it's hell  
  
Little boy, it's time for you to pay!  
For hurting that bird, and not going to church  
And staring at boobs everyday  
Now you must stand in hell!  
  
Hell isn't good, hell isn't good, hell!  
No, hell isn't good, hell isn't good, hell!  
  
Adolf Hitler: something in german...  
George Burns: Hey fuckface, have you seen Gracie?  
Mahatma Ghandi: There is orderliness in the universe  
James Hetfield: Hell isn't good, hell isn't good, hell!

"
21,Metallica,King Nothing,"Wish I may  
Wish I might  
Have this I wish tonight  
Are you satisfied?  
Dig for gold  
Dig for fame  
You dig to make your name  
Are you pacified?  
All the wants you waste  
All the things you've chased  
Then it all crashes down  
And you break your crown  
And you point your finger but there's no one around  
Just want one thing  
Just to play the King  
But the castle's crumbled and you're left with just a name  
Where's your crown, King Nothing?  
Where's your crown?  
Hot and cold  
Bought and sold  
A heart as hard as gold  
Yeah! Are you satisfied?  
Wish I might, Wish I may  
You wish your life away  
Are you pacified?  
All the wants you waste  
All the things you've chased  
Then it all crashes down  
And you break your crown  
And you point your finger, but there's no one around  
Just want one thing  
Just to play the King  
But the castle's crumbled and you're left with just a name  
Where's your crown, King Nothing?  
Where's your crown?  
Huh!  
(Spoken)  
Wish I may, wish I might  
Have this wish, I wish tonight  
I want that star, I want it now  
I want it all and I don't care how  
Careful what you wish  
Careful what you say  
Careful what you wish you may regret it  
Careful what you wish you just might get it  
Then it all crashes down  
And you break your crown  
And you point your finger, but there's no one around  
Just want one thing  
Just to play the King  
But the castle's crumbled and you're left with just a name  
Where's your crown, King Nothing?  
Where's your crown?  
Oh, You're just nothing  
Where's your crown King Nothing?  
Oh, you're just nothing  
Absolutely nothing  
Off to never, never land

"
22,Metallica,Last Caress,"I got something to say  
And I killed a baby today  
And it doesn't matter much to me  
As long as it's dead  
Well I got something to say  
I raped your mother today  
And it doesn't matter much to me  
As long as she spread  
Sweet lovely death  
I am waiting for your breath  
Come sweet death, one last caress  
Go  
Sweet lovely death  
I am waiting for your breath  
Come sweet death, one last caress  
Well, I got something to say  
I killed your baby today  
And it doesn't matter much to me  
As long as it's dead  
Sweet lovely death  
I am waiting for your breath  
Come sweet death, one last caress  
One last caress, sweet death  
One last caress, sweet death  

"
23,Metallica,Leper Messiah,"Spineless from the start, sucked into the part  
Circus comes to town, you play the lead clown  
Please, please  
Spreading his disease, living by his story  
Knees, knees  
Falling to your knees, suffer for his glory  
You will  
  
Time for lust, time for lies  
Time to kiss your life goodbye  
Send me money, send me green  
Heaven you will meet  
Make a contribution  
And you'll get a better seat  
Bow to leper messiah  
  
Marvel at his tricks, need your Sunday fix  
Blind devotion came, rotting your brain  
Chain, chain  
Join the endless chain, taken by his glamor  
Fame, fame  
Infection is the game, stinking drunk with power  
We see  
  
Time for lust, time for lies  
Time to kiss your life goodbye  
Send me money, send me green  
Heaven you will meet  
Make a contribution  
And you'll get the better seat  
Bow to leper messiah  
  
Witchery, weakening  
Sees the sheep are gathering  
Set the trap, hypnotize  
Now you follow  
  
Time for lust, time for lies  
Time to kiss your life goodbye  
Send me money, send me green  
Heaven you will meet  
Make a contribution  
And you'll get the better seat  
  
Lie

"
24,Metallica,Little Dog,"Little dog who can't get in  
Moaning at the bed side  
Moaning from each limb  
  
Little dog who can't get in  
Can only cry but  
Can not swim  
  
Pony legs, little trot  
Little dog has to wait a lot  
  
The bigger dog has got his spot  
And elbowed him away  
  
Listen to him barking  
Listen to him call  
Little dog don't have much at all  
  
A puny body and a tiny dick  
A little dog can make you sick  
  
If you got the money you can go to the top  
The female dog don't care what you got  
As long as you can raise that  
Little doggie face to a cold hearted pussy  
You could have a taste  
  
A taste of what the big dog got  
A taste of what the big dog got  
The little dog with the one hundred dollar spot  
Can run his tongue over the hot in trot  
Hot in trot  
Run his tongue over the hot in trot  
  
Money can do anything  
Money can do anything  
Money can do anything  
Tell me what you want  
  
My small dog, he want what I got  
  
Wants to run his tongue over my hot spot  
  
Pathetic little dog  
  
Pathetic little dog  
The little man follows his nose  
Counts his fingers and his toes  
He still got those  
Pathetic little dog  
Pathetic little dog  
Following his nose  
But it needs my money to buy  
  
I'm an up while you're a down  
I am an up while you're a down  
The spring and the will follow me around  
While you sniff your shit in the wind  
Sniff your shit in the wind  
Money can do anything  
Money can do anything  
Tell me what it is you want  
Just tell me what it is you want  
I'm an up while you're a down  
The spring and the will follow me around  
  
Tell me what it is you want  
Tell me what it is you want  
  
You sniff your shit in the wind  
Follow me around  
  
Pathetic little dog  
Pathetic little dog  
Pathetic little dog

"
25,Metallica,Lords Of Summer,"Sight  
Pale riders into the night.  
Galloping up harder, faster (faster)  
Through your dreaming wake  
Walk through the fire innate  
Frost bitten soul in a zero (zero)  
Excitation  
  
Are you remembering the sound?  
Recall the shaking of the ground.  
Calling, calling all as one,  
Lords of Summer bring the sun.  
Coming, coming winter's yearn,  
Lords of Summer shall return.  
  
Eternal thawing has begun  
Come trade your darkness for the sun  
Melting the chill of winter's turn.  
For soon the Lords of Summer shall return,  
Lords of Summer shall return.  
  
Straight  
Light passes through, penetrate.  
It's been a long lonely winter (winter)  
Illumination bright  
Fading the volume and light  
Reanimated by fire (fire)  
Transformation  
  
Become the nexus of the sound.  
Become the shaking of the ground.  
Calling, calling all as one,  
Lords of summer bring the sun.  
Coming, coming winter's yearn,  
Lords of summer have returned.  
  
Eternal thawing has begun  
Come trade your darkness for the sun  
Melting the chill of winter's turn  
Now that the Lords of Summer have returned,  
Lords of Summer have returned.  
  
Calling, calling all as one  
Lords of summer bring sun.  
Coming, coming winter's yearn  
Lords of summer have returned,  
Have returned.  
  
Eternal thawing has begun  
Come trade your darkness for the sun  
Melting the chill of winter's turn  
Now that the Lords of Summer have returned,  
Lords of Summer have returned.

"
